championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
초가스,31,30,27,21,3,4,8,0,0,0,2,4,0,2,2,1,0,1,0,3,4,4,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2,1,0,1,0,-1,-1,-1,0,0,0,0,0,3,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,1,1,1,1,3,1,0,0,0,0,2,0,0,1,0,8,11,3,0,0,1,0,1,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,5,1,0,2,1,0,5,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,4,1,6,1,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,0,0,0,0,0,5,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,1,2,1,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,2,3,0,1,0,1,1,1,0,1,1,0,1,0,1,3,1,0,0,0,3,1,2,4,1,0,1,2,0,1,1,2,4,0,0,0,3,0,8,1,0,0,3,1,0,1,0,1,3,3,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,2,4,3,1,2,1,0,0,2,1,4,1,0,2,1,0,0,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,2,1,1,2,4,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0
코르키,42,10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다리우스,122,75,100,317,0,1,100,3,1,4,4,6,20,0,1,22,4,4,7,8,9,59,1,1,3,0,0,0,3,8,3,6,6,5,0,0,0,2,4,5,0,3,0,3,1,22,2,6,44,1,2,1,1,0,1,8,7,46,1,1,3,0,2,2,0,0,3,1,0,0,-1,-1,-1,3,5,2,2,3,99,0,0,0,4,9,3,1,3,24,0,1,0,7,15,11,0,0,2,1,1,37,1,0,7,2,4,12,0,0,23,0,0,7,0,0,0,1,4,1,10,17,89,0,0,5,2,4,50,2,4,4,0,0,2,2,5,21,0,0,0,0,2,0,2,0,0,1,1,19,0,0,1,3,1,1,4,0,0,16,21,20,5,8,65,5,5,21,0,4,36,2,1,3,1,3,15,0,0,0,1,1,12,0,2,9,2,1,2,4,3,95,1,0,2,0,1,0,1,4,96,8,10,34,7,4,7,1,3,0,0,0,0,0,0,2,6,4,18,1,2,1,1,0,1,0,0,0,4,5,15,2,1,12,5,3,49,0,0,3,0,0,1,1,1,10,0,0,1,0,0,0,7,11,41,0,1,1,9,8,121,3,2,34,0,1,1,0,2,10,0,0,3,1,3,0,1,0,0,0,1,1,0,0,13,3,4,136,2,3,11,0,0,1,0,3,2,0,2,6,3,2,46,3,4,6,2,7,19,0,1,17,1,1,6,0,0,1,1,2,8,1,0,0,4,4,68,0,1,5,2,1,1,0,1,2,2,5,8,2,2,26,1,0,0,0,0,0,3,1,2,0,1,1,1,2,22,0,0,0,0,0,0,2,2,2,1,0,0,6,15,56,4,1,18,0,2,1,4,2,58,4,5,9,1,2,1,0,0,2,8,3,3,2,4,1,1,0,4,2,0,2,1,1,1,0,0,5,0,0,9,0,0,0,3,7,17,0,3,5,0,0,1,0,0,0,1,1,36,3,1,3,2,7,4,4,9,20,2,1,2,0,0,1,0,0,0,2,2,1,2,1,5,1,0,0,1,5,17,5,5,19,0,0,1,1,3,55,1,4,4,4,5,85,0,0,1,0,0,0,0,0,1,9,4,41,1,0,1
다이애나,131,125,133,25,18,16,9,1,1,0,3,2,1,7,6,2,4,3,1,12,9,5,1,3,0,0,0,0,9,13,0,11,9,1,0,0,0,1,2,3,4,7,0,1,1,1,6,4,1,1,1,1,3,3,0,12,11,0,7,7,0,2,0,1,1,1,0,0,0,0,3,5,2,-1,-1,-1,6,3,9,0,0,1,1,0,0,0,0,0,0,0,0,3,13,1,1,1,1,2,12,5,0,0,0,2,6,1,5,6,3,0,2,0,5,5,0,5,2,1,6,7,6,0,0,0,0,2,5,1,2,3,1,5,0,16,10,1,0,0,0,1,2,0,0,0,0,5,6,3,3,1,1,4,8,0,5,0,0,26,20,0,6,2,5,6,7,4,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,1,8,0,1,2,1,0,0,1,1,5,5,3,3,9,5,0,0,0,0,0,0,0,3,2,0,7,4,1,1,0,0,0,0,0,0,0,0,14,3,3,0,0,1,8,13,4,0,0,0,0,2,1,1,1,0,2,1,0,1,0,0,8,14,1,3,1,0,0,0,8,2,1,0,0,0,0,1,0,2,6,1,1,0,2,0,9,7,0,1,2,0,2,3,1,7,9,13,7,5,2,1,1,0,5,12,0,0,0,0,0,1,1,7,7,0,8,3,2,13,11,3,1,3,1,3,2,0,2,2,3,0,0,0,11,9,3,5,6,2,0,2,0,1,0,0,12,11,1,2,1,2,2,4,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,5,7,5,1,0,0,1,1,0,0,1,7,2,5,0,4,4,0,0,0,1,8,7,1,6,5,0,0,0,2,1,2,1,0,1,0,0,1,1,0,3,1,1,1,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,1,2,2,2,1,1,0,0,0,2,0,0,5,3,0,0,2,0,1,1,0,26,47,0,6,12,3,0,1,0,2,5,6,1,2,0,13,10,1,0,2,0,1,1,0,1,1,0,0,2,6,0,1,0
드레이븐,119,209,190,2507,24,30,1077,5,4,12,7,13,73,11,7,115,4,7,61,18,15,326,0,0,10,0,0,1,0,0,13,6,6,19,1,0,1,6,6,67,6,3,9,11,5,126,6,9,149,1,2,4,0,1,4,0,0,461,11,12,19,3,0,18,0,0,9,1,0,0,2,3,99,6,3,9,-1,-1,-1,2,1,6,2,6,17,2,3,110,0,0,0,1,0,52,4,2,54,12,12,559,3,1,30,6,8,84,8,6,200,0,1,32,9,2,7,14,17,27,27,25,636,0,4,18,13,9,429,1,1,68,2,0,10,15,10,169,1,0,5,0,0,4,2,1,0,11,10,268,3,4,18,0,0,0,0,0,2,0,1,80,0,0,486,5,4,167,8,9,368,4,0,4,4,1,192,2,1,1,0,2,34,8,6,68,1,2,5,19,9,708,2,2,11,0,0,0,4,5,744,25,18,145,10,11,13,3,6,6,2,4,1,0,0,10,7,6,63,1,0,3,1,1,20,0,0,2,17,15,95,3,1,28,0,0,178,3,1,10,0,1,2,0,4,17,1,1,1,0,0,2,27,29,223,0,0,1,18,21,1112,0,0,198,2,2,1,1,6,75,2,5,12,5,4,28,11,3,13,5,5,7,2,7,86,15,20,1177,7,6,75,1,0,15,7,3,11,1,2,30,5,4,250,17,7,30,14,13,149,10,13,249,6,6,109,2,5,16,17,13,120,3,3,7,0,0,353,15,9,42,1,3,1,0,0,3,17,14,51,2,3,168,4,3,9,0,0,0,6,1,5,3,2,1,0,0,77,1,0,2,0,0,1,3,2,3,1,0,3,28,19,409,5,7,157,0,0,1,8,12,481,8,7,98,6,4,7,1,0,10,25,24,37,2,2,14,0,2,11,2,2,14,2,4,18,1,0,9,7,2,58,0,0,7,0,1,83,1,1,35,0,1,1,1,1,7,4,7,218,5,3,13,11,11,18,26,17,123,4,4,32,0,0,3,0,3,1,0,0,5,0,1,5,3,3,1,0,4,92,21,12,111,0,0,2,3,2,336,4,1,42,9,11,553,0,0,0,1,0,1,0,1,4,20,17,459,0,0,4
문도 박사,36,46,38,30,1,1,15,1,1,0,3,0,0,0,1,0,0,3,1,7,6,6,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,2,0,3,0,1,2,0,2,1,3,8,1,0,0,1,1,0,3,2,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,-1,-1,-1,0,2,0,0,2,4,0,0,0,3,4,1,0,1,1,0,0,8,0,0,0,5,2,1,1,0,0,0,0,0,1,0,0,0,0,1,8,4,4,0,0,0,2,2,7,1,1,1,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,6,1,0,1,0,0,4,7,3,4,3,1,5,2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,8,0,0,1,0,0,0,1,2,10,8,5,4,1,0,1,1,0,0,1,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,3,2,2,0,3,4,3,5,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,4,5,6,0,1,0,4,5,11,0,0,4,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,8,1,1,0,0,0,0,5,4,0,0,0,1,1,0,1,3,1,0,3,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,2,4,5,1,0,1,1,0,0,0,0,0,2,2,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,1,2,1,0,0,0,5,5,4,2,1,2,2,1,1,0,0,3,1,3,1,2,1,0,1,0,0,0,1,0,1,0,1,1,3,0,1,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,2,0,4,4,3,0,3,1,0,2,2,3,1,0,1,0,0,2,0,0,1,1,1,0,0,0,3,0,0,0,1,0,3,0,2,2,0,0,0,1,1,5,2,1,1,1,3,8,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0
에코,245,132,146,41,26,25,13,0,0,0,3,3,1,7,14,1,10,9,1,5,11,5,2,0,0,0,0,0,6,11,0,4,7,0,0,0,0,2,1,0,0,4,0,3,2,2,7,9,1,0,1,0,3,0,0,7,9,7,4,9,1,1,2,1,0,0,0,0,0,0,4,9,3,1,0,0,2,6,17,0,2,0,-1,-1,-1,0,1,1,0,0,0,14,15,1,0,0,1,7,7,14,0,0,3,2,7,1,5,7,1,0,0,2,3,6,0,4,6,0,7,4,10,1,1,0,2,2,8,1,3,3,1,0,1,11,12,1,0,1,1,1,3,1,0,0,0,10,9,1,4,2,0,4,6,0,12,4,1,29,26,2,10,13,11,5,11,2,1,0,6,0,0,0,2,2,2,0,1,0,0,0,0,4,4,1,1,0,0,0,2,9,1,3,1,0,1,0,0,0,6,2,6,1,6,6,0,0,1,0,0,0,0,1,3,0,4,8,2,3,2,0,1,0,0,0,0,0,5,10,3,1,0,0,7,6,4,1,0,0,1,1,0,1,2,0,0,1,0,0,1,0,17,11,5,0,1,0,2,2,16,0,3,6,0,0,0,2,0,1,5,1,0,1,0,0,6,4,0,4,1,0,2,3,0,6,11,21,7,4,2,0,1,0,2,4,1,1,0,0,0,1,6,12,5,0,3,5,4,16,9,1,1,4,0,2,1,0,1,1,1,0,0,0,14,10,10,6,5,3,2,1,0,2,1,0,13,23,1,1,0,4,3,1,0,0,0,0,1,0,0,3,0,0,3,4,1,1,0,0,0,0,0,1,4,0,1,2,0,5,3,13,1,6,9,2,1,0,0,3,8,7,10,1,3,1,0,0,1,0,15,9,1,9,4,1,0,2,0,2,4,0,0,3,0,0,3,0,2,2,3,2,0,0,4,8,3,2,3,0,0,0,0,0,0,0,0,1,5,0,3,1,4,5,0,4,0,1,2,2,1,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,9,4,1,14,16,2,1,1,0,7,7,9,2,0,2,9,10,14,2,2,0,0,0,0,1,1,0,2,2,10,2,1,0
엘리스,60,125,118,284,24,19,119,2,1,3,7,5,11,8,5,9,8,5,3,5,5,59,0,1,7,0,0,0,6,8,3,2,10,5,0,0,0,6,3,7,4,5,1,0,1,12,8,2,40,0,0,0,4,1,0,13,7,38,4,6,7,3,5,1,0,0,1,0,0,0,1,3,24,0,0,0,2,3,110,0,2,4,0,1,1,-1,-1,-1,0,0,0,5,17,9,0,0,5,2,9,54,0,0,7,1,4,6,7,6,23,2,1,3,2,4,2,1,2,3,0,0,59,0,0,4,0,0,41,0,0,5,1,0,0,10,14,28,0,0,2,1,0,0,0,0,0,7,4,16,6,3,2,6,3,0,3,3,0,33,24,18,7,8,54,7,6,27,0,0,24,0,0,0,2,2,24,1,0,0,0,0,6,1,3,4,0,0,1,0,0,58,4,2,6,2,1,0,1,0,78,0,1,18,3,0,9,0,0,1,0,0,0,3,2,3,6,7,12,1,1,1,0,1,1,1,1,1,14,12,11,0,0,11,9,6,48,4,0,3,1,0,2,1,2,10,0,1,1,1,0,1,19,18,49,0,0,2,0,0,78,1,3,34,0,0,1,0,0,3,3,2,6,2,0,1,3,1,1,3,4,1,3,1,15,7,9,118,5,9,3,1,2,2,6,5,3,0,0,5,0,0,45,7,5,2,3,3,17,9,12,27,0,3,13,0,1,2,8,3,15,2,1,1,8,6,67,5,1,6,4,1,1,2,2,0,13,13,15,0,0,20,0,4,1,0,0,0,2,1,0,0,1,1,3,5,19,0,0,0,0,0,0,1,2,0,4,0,5,10,12,47,4,1,20,0,0,0,2,1,39,5,3,9,1,3,0,1,1,1,10,8,8,8,7,4,0,0,0,3,1,1,2,2,1,1,0,2,0,0,11,3,2,0,9,6,6,3,0,10,0,0,1,1,0,0,0,1,46,0,0,3,4,0,3,4,5,31,2,1,3,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,4,4,11,11,26,12,4,0,0,0,4,56,1,3,5,7,6,68,0,0,0,1,0,1,0,0,0,11,7,35,0,0,1
이블린,28,16,9,4,4,0,1,1,1,0,0,0,1,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,0,0,0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
이즈리얼,81,431,488,157,53,63,72,10,7,2,30,21,10,8,12,10,10,10,3,19,15,31,3,2,2,0,1,0,1,1,1,19,27,3,0,0,0,14,21,1,32,29,1,11,14,8,9,11,8,4,2,1,4,13,0,0,0,24,24,23,3,8,12,1,0,0,0,0,0,0,7,15,11,3,13,1,1,0,52,3,4,1,14,15,1,5,17,9,1,1,1,-1,-1,-1,9,10,4,17,24,44,1,0,0,24,30,4,17,19,13,2,2,1,11,13,0,22,22,2,66,65,47,4,5,2,31,27,20,7,11,4,2,2,1,16,24,17,0,4,0,2,9,0,3,5,0,27,21,16,4,6,1,0,0,0,0,0,1,0,2,8,1,0,28,92,115,7,15,18,21,2,2,1,12,17,11,0,1,0,9,6,8,13,21,2,7,8,0,25,31,33,7,5,3,0,0,0,13,14,51,52,51,13,16,13,2,9,6,3,4,6,1,0,2,1,13,16,5,5,18,1,2,4,0,2,3,0,34,35,11,5,6,3,2,3,19,1,2,3,2,3,1,3,2,1,2,0,0,2,8,1,17,8,20,5,1,0,48,45,69,0,0,11,2,6,1,6,11,4,7,14,1,4,5,0,20,22,0,3,9,0,13,13,6,18,18,65,7,10,6,5,3,0,21,30,4,3,5,1,7,16,17,6,9,2,10,6,12,29,26,16,14,10,2,6,9,1,22,24,8,13,6,2,1,0,37,17,26,3,1,5,0,2,4,1,28,29,3,8,6,14,11,8,0,0,1,0,7,1,0,5,4,0,1,0,11,0,2,0,0,2,0,10,10,0,3,3,0,47,56,19,25,22,13,0,1,0,32,26,32,8,17,6,6,2,0,3,7,1,6,7,6,6,4,1,4,3,1,7,5,1,3,9,1,0,1,2,7,11,7,4,3,0,0,3,2,2,3,8,0,3,0,0,3,0,13,20,16,19,9,1,31,33,1,37,32,10,17,11,1,1,0,0,2,4,1,0,1,1,0,7,1,5,2,0,6,13,6,24,34,6,3,4,0,50,53,28,7,10,2,15,16,49,0,0,0,0,1,0,6,8,2,37,30,28,3,5,0
