championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
카직스,121,80,71,15,15,9,4,1,1,0,7,8,0,0,0,1,2,1,0,2,2,3,0,0,0,0,0,0,6,6,0,4,1,0,0,0,0,4,5,0,3,3,0,1,1,1,2,2,1,0,0,0,2,1,0,7,6,3,2,4,0,2,2,0,0,0,0,0,0,0,2,1,2,0,1,0,1,2,5,1,0,0,1,0,0,0,0,1,0,0,0,7,8,0,1,0,0,4,4,3,0,1,0,9,0,0,4,3,0,0,0,1,3,0,1,3,4,0,0,0,6,1,0,0,0,0,4,2,2,0,1,0,0,4,2,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,5,2,0,0,2,0,18,13,1,4,5,0,8,5,1,0,0,2,1,0,0,4,3,3,0,0,0,0,0,1,2,2,1,-1,-1,-1,0,0,4,0,1,0,0,0,0,3,3,4,0,0,0,2,5,0,0,0,0,0,1,0,0,2,0,6,3,0,0,2,0,0,0,0,0,0,0,7,4,0,0,0,0,8,6,1,0,0,0,1,1,0,0,0,0,1,0,1,1,2,0,6,8,2,0,0,0,0,1,7,4,3,1,1,0,0,0,0,0,0,0,0,2,2,1,2,3,0,2,2,0,2,0,0,4,5,9,0,0,2,2,1,0,3,2,0,0,3,1,0,0,2,6,2,0,2,4,1,2,5,0,2,0,0,1,1,0,5,7,0,0,1,0,2,7,4,3,2,0,0,1,0,1,0,0,6,5,1,0,1,1,1,1,0,0,0,0,0,1,0,1,2,0,3,4,0,0,0,0,1,0,0,3,2,0,0,0,0,7,13,3,2,3,1,1,0,0,3,4,2,0,0,2,1,0,0,2,0,0,6,5,0,1,2,0,0,0,0,1,0,0,2,3,0,0,0,0,2,1,1,0,0,0,6,3,0,2,1,0,0,0,0,1,0,0,5,1,3,0,2,0,1,1,0,9,4,2,4,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,3,2,1,0,2,0,0,0,4,6,3,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,9,6,2,0,0,0
킨드레드,203,408,347,1834,59,46,763,6,9,8,27,28,45,4,6,107,16,11,60,30,23,262,3,2,2,0,0,1,27,33,14,13,20,11,0,0,0,21,12,57,18,12,11,0,2,117,15,16,123,0,1,3,8,6,2,36,21,369,14,14,20,7,11,14,4,1,6,1,0,0,4,3,95,1,1,8,19,9,708,3,1,8,0,2,9,0,0,58,0,0,1,25,31,33,4,4,39,17,15,453,5,5,37,42,29,78,15,13,164,2,3,18,8,11,4,13,21,13,0,1,465,3,10,15,0,0,296,9,13,68,3,4,6,13,11,128,0,0,1,1,2,1,3,0,0,22,15,195,6,4,16,19,18,0,13,6,3,77,61,61,26,26,417,19,22,154,6,3,259,3,2,2,13,8,122,3,1,1,0,0,23,17,14,47,0,0,4,-1,-1,-1,5,0,11,1,0,0,11,17,537,0,2,110,21,15,14,1,1,2,4,2,3,6,5,7,23,22,53,12,13,0,3,2,9,0,0,1,22,25,72,1,0,12,31,27,155,0,0,5,1,5,1,3,7,16,1,1,1,1,3,0,38,40,204,3,2,0,2,0,736,7,4,187,0,0,1,2,5,52,6,4,6,7,8,15,24,22,10,1,1,3,9,3,53,27,16,893,2,1,59,6,3,9,23,21,7,1,1,21,0,0,151,18,8,21,19,11,112,13,14,180,9,7,75,6,6,13,29,18,87,6,8,4,26,17,290,16,18,29,3,1,0,2,1,2,22,17,35,0,0,92,13,6,8,0,0,1,7,4,2,4,0,2,9,8,57,0,0,1,0,0,1,6,4,2,7,3,2,53,41,310,27,17,131,3,2,2,12,5,382,1,3,72,14,7,9,2,2,9,46,27,46,17,19,13,0,0,6,6,4,9,5,5,13,4,3,8,9,3,47,2,1,3,29,23,66,6,7,24,3,6,1,2,3,2,21,13,156,0,0,17,2,2,18,30,29,78,12,8,31,0,0,2,3,2,1,3,3,1,3,4,4,0,0,0,7,10,77,13,9,78,0,0,1,6,10,298,8,4,37,5,6,393,2,1,0,3,2,1,0,2,4,30,32,299,0,1,5
클레드,240,61,52,32,2,2,13,1,1,0,3,3,4,1,0,1,1,1,1,2,2,5,0,2,0,0,0,0,2,4,0,3,0,0,0,0,0,4,5,1,3,3,0,1,3,0,3,4,3,2,0,1,1,1,0,8,4,6,0,0,3,1,1,0,1,0,0,0,0,0,1,0,2,0,1,2,2,2,11,0,0,1,1,3,1,4,2,6,0,0,0,7,5,3,4,0,1,0,0,11,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,2,0,5,12,9,0,0,0,1,2,5,3,4,3,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,5,0,0,0,4,1,0,2,1,0,13,10,0,1,4,10,2,3,4,2,3,7,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,5,0,11,-1,-1,-1,0,0,0,2,1,9,7,4,2,2,3,0,0,0,0,0,0,0,1,2,0,2,2,2,0,0,0,1,0,0,0,0,0,5,5,2,1,0,2,3,1,3,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,4,6,4,0,0,0,12,3,12,2,1,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,4,12,2,2,2,0,0,0,2,2,0,1,1,1,0,1,6,5,1,1,0,1,1,1,2,2,1,0,2,1,0,0,2,2,1,2,0,0,4,4,3,1,2,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,1,3,0,1,1,0,7,2,8,4,4,1,0,0,0,4,4,7,3,1,3,0,0,1,0,0,1,6,3,0,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,2,6,4,0,0,1,2,0,4,5,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,1,0,4,2,1,0,0,0,2,2,5,1,1,0,0,3,7,1,0,0,1,1,0,0,2,0,1,1,9,0,0,0
코그모,96,13,21,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
르블랑,7,143,146,1948,16,22,851,0,0,11,1,3,53,2,2,82,3,5,52,13,14,293,0,0,5,0,0,0,16,15,15,7,6,18,0,0,1,0,0,44,3,5,5,4,5,94,8,11,148,0,3,6,3,4,4,10,14,409,2,7,19,0,0,13,0,0,3,0,0,0,1,4,96,1,1,5,4,5,744,1,2,10,0,0,6,1,0,78,0,0,1,13,14,51,0,1,30,12,6,496,0,0,29,0,1,51,9,7,149,0,2,17,4,5,1,6,6,20,26,29,504,1,1,19,10,7,311,3,3,66,1,0,9,5,4,145,0,0,4,2,3,3,1,2,0,7,9,220,5,3,18,7,4,0,5,1,1,33,27,77,8,10,431,9,11,136,2,1,263,0,0,4,0,0,138,0,0,0,0,0,25,4,2,58,3,3,4,11,17,537,2,1,9,0,0,0,-1,-1,-1,26,22,117,8,3,24,0,1,1,0,0,0,2,5,16,9,5,60,0,5,4,1,0,10,0,0,1,10,13,73,0,3,24,6,9,197,1,1,7,0,1,2,1,2,24,1,1,1,0,1,2,17,11,229,0,0,2,6,9,844,0,2,190,2,1,2,2,0,44,5,1,7,0,0,13,3,0,6,1,2,3,6,3,69,10,5,954,4,2,67,0,2,8,4,4,12,1,2,19,7,0,178,9,9,24,0,6,113,7,9,186,5,5,83,4,3,7,5,4,79,0,1,2,10,11,316,9,5,38,0,1,1,0,0,2,6,9,31,4,2,125,5,3,10,0,0,1,0,2,4,0,1,2,3,4,77,1,0,0,0,0,1,2,0,2,1,0,2,1,1,317,0,0,109,0,2,2,0,1,414,3,2,84,2,2,8,0,0,17,11,8,45,4,7,13,1,1,9,0,0,16,0,0,15,2,1,3,2,0,54,2,1,4,10,5,77,2,4,29,0,0,1,0,0,3,0,0,122,4,6,16,11,18,18,0,0,69,3,3,26,1,0,2,0,0,2,2,2,3,2,0,12,1,2,0,2,1,64,5,2,74,0,0,3,6,8,338,1,4,30,3,1,292,0,1,1,0,0,2,1,1,0,0,1,265,1,0,4
리 신,64,590,590,416,87,80,190,13,6,9,42,79,12,12,15,18,30,19,13,37,54,65,3,2,4,0,0,0,29,44,4,29,30,6,1,1,0,27,25,13,22,23,5,2,2,19,21,16,48,7,5,3,15,12,1,57,54,102,19,29,4,9,5,3,2,2,2,0,0,0,8,10,34,5,3,3,25,18,145,8,5,4,2,6,1,0,1,18,0,0,2,52,51,13,3,2,4,24,29,78,6,5,10,26,22,13,23,20,26,7,4,8,12,17,2,33,24,4,7,8,117,6,8,7,4,0,71,11,17,11,5,3,4,23,22,40,0,0,1,1,3,2,0,0,1,31,22,42,11,8,3,17,29,2,19,16,0,114,104,14,31,30,78,33,35,23,3,1,53,4,7,0,16,13,24,0,1,0,1,1,11,27,25,6,0,0,0,0,2,110,7,4,2,2,0,1,26,22,117,-1,-1,-1,21,27,7,2,4,3,6,6,1,10,10,8,25,30,17,15,14,1,5,2,1,3,0,1,50,31,14,2,1,11,44,40,50,1,0,4,6,6,1,11,5,8,4,0,0,1,5,1,51,69,59,4,4,0,6,5,150,13,12,28,0,0,0,5,4,14,4,10,1,7,11,1,24,14,1,7,5,1,7,9,18,35,33,212,2,1,11,5,7,3,27,22,5,2,4,4,0,0,37,23,19,5,24,21,26,24,20,44,13,14,16,7,8,3,45,32,13,6,13,4,31,46,87,20,26,11,5,8,0,6,2,0,23,30,10,0,3,28,6,12,1,2,0,0,7,6,2,2,7,0,16,16,24,1,2,0,0,1,0,8,5,1,8,7,2,74,76,71,31,44,11,4,5,2,20,21,99,3,4,24,13,9,4,5,4,4,44,39,6,20,25,2,1,1,2,5,10,4,12,19,5,5,10,0,6,5,16,1,2,0,44,40,19,6,6,6,4,8,0,6,3,1,25,20,38,1,1,3,3,2,6,56,47,18,16,18,5,1,0,1,0,3,0,13,9,0,6,10,6,0,0,0,7,10,21,33,21,24,3,3,0,30,24,81,7,6,6,2,5,113,6,2,1,3,2,0,1,2,1,62,49,90,2,5,2
레오나,89,253,228,67,48,35,34,4,3,1,10,17,3,5,12,0,0,0,2,0,0,13,0,0,0,1,0,0,14,12,3,8,10,3,0,0,0,10,6,0,0,0,1,10,3,4,1,1,13,0,1,1,0,0,0,11,11,5,12,13,0,6,3,0,0,0,0,0,1,0,7,4,7,9,5,0,10,11,13,1,0,1,6,6,0,3,0,9,0,1,0,16,13,2,1,6,1,14,15,17,1,3,0,11,12,2,18,11,3,1,3,2,7,7,0,9,9,0,30,27,15,1,0,0,16,15,13,2,2,1,3,0,1,16,10,13,0,0,1,0,0,0,0,2,0,9,11,3,4,2,0,16,13,0,7,4,0,47,52,4,12,11,7,2,0,1,11,11,7,3,0,0,7,6,6,1,0,0,3,2,2,8,7,1,2,5,0,21,15,14,2,3,0,0,0,0,8,3,24,21,27,7,-1,-1,-1,2,3,0,0,1,0,3,4,0,1,2,4,1,0,0,1,1,0,0,0,0,17,4,5,1,0,7,27,20,7,1,0,0,0,4,0,0,0,4,0,0,0,1,1,0,0,0,6,1,0,0,36,24,22,3,1,6,1,0,2,4,4,2,8,2,0,4,5,0,1,10,0,2,1,2,12,6,2,0,2,25,6,7,3,2,1,1,0,0,0,1,1,0,4,4,7,0,0,1,0,0,6,16,14,5,4,5,2,3,1,0,17,12,2,4,2,0,20,11,14,10,10,4,0,0,1,1,1,0,22,16,1,1,2,5,6,1,0,1,0,1,2,2,0,0,2,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,26,31,10,8,10,2,0,0,1,21,27,9,11,10,1,0,0,0,1,3,2,0,0,3,13,16,2,2,3,1,4,7,0,2,4,1,4,4,2,2,5,7,1,0,0,18,19,4,1,3,4,2,2,0,1,1,0,9,7,5,6,6,1,20,18,2,30,16,6,3,7,0,0,0,0,1,0,0,9,2,0,2,1,4,3,2,0,7,8,5,19,20,6,0,2,0,0,0,17,6,2,1,7,12,23,0,1,0,6,0,0,1,2,0,11,8,7,0,0,0
릴리아,876,79,96,12,13,15,5,0,1,0,1,4,0,6,8,0,4,5,0,6,6,2,0,0,0,0,0,0,4,7,0,2,5,0,0,0,0,0,1,0,2,2,0,2,0,0,3,4,2,1,1,0,1,1,0,5,5,2,8,7,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,6,6,1,0,0,0,1,0,0,0,1,0,0,0,9,6,3,0,0,1,4,5,3,0,0,0,2,1,2,4,6,1,1,2,1,2,2,1,1,5,0,1,2,5,0,1,0,0,0,2,0,3,0,1,1,0,10,7,2,0,0,0,2,0,0,0,0,1,8,4,0,0,4,0,4,2,0,4,4,0,16,15,1,4,8,1,3,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,4,3,2,3,0,-1,-1,-1,0,0,0,0,0,1,6,7,0,2,3,0,0,0,0,0,0,0,6,5,0,1,0,0,4,14,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,9,0,0,0,0,1,1,5,1,7,1,0,0,0,0,0,0,1,1,0,0,0,1,3,3,0,2,0,0,2,3,2,4,11,5,2,4,0,0,1,0,2,3,0,0,0,0,0,0,1,5,1,1,6,3,0,5,9,2,2,0,0,2,0,0,1,2,1,1,1,0,6,4,3,1,3,1,1,0,0,2,1,0,6,11,0,1,0,0,4,2,0,0,0,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4,0,1,1,0,7,3,1,0,0,2,0,1,0,2,3,1,2,6,0,0,3,0,0,0,0,11,9,0,6,4,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,1,0,4,6,0,2,5,0,0,0,0,1,1,0,0,1,2,0,0,0,4,3,0,3,5,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,5,1,19,8,1,0,0,0,2,4,2,1,1,0,7,12,3,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0
리산드라,127,27,42,6,4,10,1,0,0,1,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,1,0,1,0,1,0,2,3,0,1,4,0,0,0,0,0,4,0,3,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,1,0,4,6,1,0,0,0,2,5,1,0,0,0,0,0,2,0,1,1,0,0,0,1,2,0,1,1,0,5,7,2,0,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,2,0,1,2,0,4,11,0,4,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,4,2,3,0,0,0,0,1,0,0,0,0,6,6,1,0,1,0,0,0,0,-1,-1,-1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,6,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,5,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,2,0,0,4,2,0,1,3,1,1,3,0,1,0,0,0,1,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,3,0,3,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
루시안,236,90,109,40,13,17,18,1,1,3,7,5,0,3,3,1,1,1,2,5,3,8,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,2,2,2,3,0,1,2,3,2,3,6,2,0,0,4,3,0,2,4,10,7,5,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,10,1,0,0,1,3,0,3,2,3,0,0,0,0,2,1,2,5,0,4,7,5,0,3,0,4,6,1,3,2,0,0,2,0,2,2,1,3,3,0,11,10,14,2,2,0,5,11,6,0,3,2,1,2,2,3,5,7,1,2,0,1,1,0,0,0,0,3,3,3,3,3,1,0,0,0,1,0,0,1,4,1,1,2,8,3,9,2,1,4,3,1,1,0,3,2,2,0,0,0,1,1,4,2,4,1,0,2,0,6,5,7,1,2,0,0,0,0,2,5,16,10,10,8,3,4,0,0,0,1,2,0,0,-1,-1,-1,9,7,1,0,2,0,0,0,0,0,1,0,8,8,2,1,1,1,0,0,6,1,0,0,2,0,0,1,2,1,10,6,0,0,3,0,2,4,6,0,0,0,5,16,17,1,1,1,0,0,0,4,6,1,2,0,1,1,0,2,4,4,0,0,5,0,0,1,5,2,5,19,4,0,2,2,2,0,4,4,0,1,1,2,1,1,8,0,1,0,5,3,1,0,4,7,1,3,0,1,1,0,6,13,1,0,2,0,0,1,5,3,10,0,0,1,0,1,1,0,11,4,2,2,2,2,3,3,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1,4,0,3,2,1,7,9,9,5,2,5,0,0,0,5,6,7,2,1,1,1,2,0,2,1,1,1,8,1,2,1,1,2,0,0,1,0,1,1,5,0,0,0,1,3,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,4,3,5,3,2,0,6,6,1,7,5,4,2,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,3,3,4,6,2,0,2,0,19,21,5,7,4,1,3,3,6,0,0,0,0,2,0,0,1,0,8,4,3,0,1,1
